id,sku,name,short_description,price,list_price,discount,discount_rate,review_count,inventory_status,stock_item_qty,stock_item_max_sale_qty
113530805,2220872143049,Tuổi Trẻ Đáng Giá Bao Nhiêu (Tái Bản),"“Bạn hối tiếc vì không nắm bắt lấy một cơ hội nào đó, chẳng có ai phải mất ngủ.Bạn trải qua những ngày tháng nhạt nhẽo với công việc bạn căm ghét, người ta chẳng hề bận lòng.Bạn có chết mòn nơi xó t...",67400,90000,22600,25,1489,available,1000,1000
168283405,6893421095594,Chiến Tranh Tiền Tệ - Phần 1 - Ai Thực Sự Là Người Giàu Nhất Thế Giới ( Tái Bản 2022),"Thông tin tác giả:Song Hong Binh (Tống Hồng Binh) sinh năm 1968 tại Tứ Xuyên, Trung Quốc. Ông là tác giả của rất nhiều cuốn sách bán chạy, là học giả nghiên cứu tài chính thế giới và cũng là Viện trư...",103000,165000,62000,38,752,available,1000,1000
161008715,9112392882091,Power Vs Force - Trường Năng Lượng Và Những Nhân Tố Quyết Định Hành Vi Của Con Người (Tái Bản),"Tiến sĩ, bác sĩ tâm thần, nhà nghiên cứu nhận thức và giảng viên tâm linh nổi tiếng người Mỹ, ông David R.Hawkins (1927–2012), đã chứng minh được mối liên hệ mật thiết giữa bệnh tật của con người và n...",122000,179000,57000,32,537,available,1000,1000
54614797,8002146664322,"Có Một Ngày, Bố Mẹ Sẽ Già Đi","RỒI MỘT NGÀY, BỐ MẸ SẼ GIÀ ĐICàng lớn lên, những quyến luyến của chúng ta đối với bố mẹ càng ít. Khi đại bàng non có thể giương cánh, nó luôn hướng tới không trung, chứ không phải rúc vào đôi cánh bố...",62300,96000,33700,35,2412,available,1000,1000
3639597,8788183623224,Bước Chậm Lại Giữa Thế Gian Vội Vã (Tái Bản),"Bước Chậm Lại Giữa Thế Gian Vội Vã (Tái Bản)Chen vai thích cánh để có một chỗ bám trên xe buýt giờ đi làm, nhích từng xentimét bánh xe trên đường lúc tan sở, quay cuồng với thi cử và tiến độ công việ...",59400,85000,25600,30,3965,available,1000,1000
4780917,3342656016576,Người Đua Diều (Tái Bản 2018),"Người Đua Diều (Tái Bản 2018)Câu chuyện là lời tự thuật của nhà văn người Mỹ gốc Afghanistan Amir về những năm tháng tuổi thơ đầy niềm vui cũng như lỗi lầm, về những ngày trôi dạt trên đất khách rồi ...",90200,129000,38800,30,2589,available,1000,1000
17336364,2144215258059,Phía Sau Nghi Can X (Tái Bản 2019),"“Việc nghĩ ra một bài toán vô cùng khó và việc giải bài toán đó, việc nào khó hơn?”Khi nhấn chuông cửa nhà nghi can chính của một vụ án mới, điều tra viên Kusanagi không biết rằng anh sắp phải đương ...",81700,129000,47300,37,3489,available,1000,1000
71345381,2019473448712,Sách Thay Đổi Cuộc Sống Với Nhân Số Học - Lê Đỗ Quỳnh Hương,Thay Đổi Cuộc Sống Với Nhân Số HọcCuốn sách Thay đổi cuộc sống với Nhân số học là tác phẩm được chị Lê Đỗ Quỳnh Hương phát triển từ tác phẩm gốc “The Complete Book of Numerology” của tiến sỹ David A....,177000,248000,71000,29,5249,available,1000,1000
197344455,5845381372171,Ikigami - The Ultimate Limit - Tuyển Tập Những Câu Chuyện Lay Động Lòng Người - Tập 9,"IKIGAMI là những câu chuyện lay động lòng người.Để người dân thẩu hiểu giá trị sinh mệnh, một đạo luật mang lên “Luật duy trì phồn thịnh quốc gia” đã được ban hành.Luật quy định, khi người dân vào t...",31600,45000,13400,30,84,available,1000,1000
92859698,5771808524305,Tâm Lý Học Biểu Cảm,"TÂM LÝ HỌC BIỂU CẢMCuốn sách dạy bạn cách nhìn thấu người khác một cách rõ ràng nhất và chân thực nhấtTừ gương mặt đến bước chân, từ ngôn ngữ đến cơ thể, từ biểu cảm bên ngoài đến nội tâm bên trong....",70500,98000,27500,28,1491,available,1000,1000
10005245,2496196333059,Đàn Ông Sao Hỏa Đàn Bà Sao Kim,"Ngày xửa ngày xưa, những người sao Hỏa và sao Kim đã gặp gỡ, yêu nhau và sống hạnh phúc bởi họ tôn trọng và chấp nhận mọi điều khác biệt. Rồi họ đến Trái Đất và chứng lãng quên đã xảy ra: Họ quên rằn...",135260,188000,52740,28,50,available,1000,1000
8885995,8671611615413,Sự Im Lặng Của Bầy Cừu (Tái Bản),"Những cuộc phỏng vấn ở xà lim với kẻ ăn thịt người ham thích trò đùa trí tuệ, những tiết lộ nửa chừng hắn chỉ dành cho kẻ nào thông minh, những cái nhìn xuyên thấu thân phận và suy tư của cô mà đôi kh...",80400,115000,34600,30,2702,available,1000,1000
184466860,6027901073690,Hành Tinh Của Một Kẻ Nghĩ Nhiều,"“Đó là mùa hè năm 2020, mùa hè của COVID-19 và một ngàn vạn khủng hoảng tuổi đôi mươi. Đó là mùa hè mình bắt chuyến bay sớm nhất có thể vào ngày 20 tháng 3 để chạy khỏi nước Anh đang bùng dịch, bị kẹt...",56000,86000,30000,35,1752,available,1000,1000
52788072,9010512370783,Chiến Binh Cầu Vồng (Tái Bản 2020),"Chiến Binh Cầu Vồng (Tái Bản 2020)Một tác phẩm có tầm ảnh hưởng sâu rộng nhất Indonesia“Thầy Harfan và cô Mus nghèo khổ đã mang đến cho tôi tuổi thơ đẹp nhất, tình bạn đẹp nhất, và tâm hồn phong phú,...",76300,109000,32700,30,3379,available,1000,1000
161008717,4714316064911,Kiếp Nào Ta Cũng Tìm Thấy Nhau: Câu Chuyện Về Những Linh Hồn Tri Kỷ Vĩnh Viễn Không Chia Lìa (Tái Bản),"Kiếp nào ta cũng tìm thấy nhau là cuốn sách thứ ba của Brain L. Weiss – một nhà tâm thần học có tiếng. Trước đó ông đã viết hai cuốn sách: cuốn đầu tiên là Ám ảnh từ kiếp trước, cuốn sách mô tả câu ch...",67200,99000,31800,32,718,available,1000,1000
114937969,4063406517816,Rừng Nauy (Tái Bản),"Câu chuyện bắt đầu từ một chuyến bay trong ngày mưa ảm đạm, một người đàn ông 37 tuổi chợt nghe thấy bài hát gắn liền với hình ảnh người yêu cũ, thế là quá khứ ùa về xâm chiếm thực tại. Mười tám năm t...",105000,150000,45000,30,1075,available,1000,1000
78598381,7418435709477,Tâm Lý Học Tính Cách (Tặng Kèm: 1 Bookmark),"Nối tiếp cuốn sách Best seller Tâm lý học hành vi, lần này Tủ sách Kiến thức về kỹ năng sống của Mintbooks xin giới thiệu tới bạn đọc cuốn bí kíp gây sốt Tâm lý học tính cách – tác phẩm được hàng triệ...",76200,109000,32800,30,1370,available,1000,1000
161310103,2607035585213,Từ Vựng IELTS 8.0 - Từ Vựng Đắt Để Đạt Điểm Cao 4 Kỹ Năng,Từ vựng IELTS 8.0 - Từ vựng đắt để đạt điểm cao 4 kỹ năng là cuốn sách tổng hợp 15 chủ đề Từ vựng chất lượng giúp bạn đạt điểm cao cả 4 kỹ năng IELTS.ƯU ĐIỂM NỔI BẬT CỦA BỘ SÁCHCuốn sách tổng hợp 1...,88000,135000,47000,35,505,available,1000,1000
15267827,4933955346595,Hoàng Tử Bé (Tái Bản 2019),"Hoàng tử bé được viết ở New York trong những ngày tác giả sống lưu vong và được xuất bản lần đầu tiên tại New York vào năm 1943, rồi đến năm 1946 mới được xuất bản tại Pháp. Không nghi ngờ gì, đây là ...",52400,75000,22600,30,3432,available,1000,1000
196932307,3667856051673,Here U Are – Tập 3,"Here U Are – Tập 3 Here U Are 3 - Tình cảm và những tổn thương“Tôi thích anh. Tôi muốn anh cũng thích tôi…’’…Sau khi những hiểu lầm ban đầu đã được hóa giải, chàng sinh viên Ngu Dương dần trở nên t...",90000,119000,29000,24,291,available,1000,1000
104612965,9600488509571,FLASHCARD SachID Moon,"       Kích thước: 72x72mm   Số trang: 70 trang   Sản phẩm độc quyền thuộc Moon   1. Sử dụng cả hai mặt của flashcard một cách hợp lý, xem cả hai mặt nhiều lần để nhớ thông tin.   2. Không đưa...",10000,10000,0,0,84,available,1000,1000
49747007,9900865226977,Hai Mặt Của Gia Đình,Hai Mặt Của Gia ĐìnhTại sao chúng ta lại chịu tổn thương bởi gia đình – những người gần chúng ta nhất?Tại sao dù ở cạnh gia đình nhưng bạn vẫn cảm thấy xa cách và cô đơn?Vì sao chúng ta luôn bộc phát ...,68500,98000,29500,30,1877,available,1000,1000
54266567,6455629494886,Sách Nghĩ Giàu Và Làm Giàu (Bìa Mềm),"""Think and Grow Rich –Nghĩ giàu và Làm giàu là một trong những cuốn sách bán chạy nhất mọi thời đại. Đã hơn 60 triệu bản được phát hành với gần trăm ngôn ngữ trên toàn thế giới và được công nhận là cu...",73300,110000,36700,33,1781,available,1000,1000
76388962,1212620224738,"Chúng Ta Rồi Sẽ Hạnh Phúc, Theo Những Cách Khác Nhau [Tặng Kèm: 01 Bookmark]","CHÚNG TA RỒI SẼ HẠNH PHÚC, THEO NHỮNG CÁCH KHÁC NHAU – THẢO THẢO Bạn có từng đắm chìm trong vô vọng và không tìm ra lối thoát cho chuỗi ngày vụng dại tuổi trẻ của mình?Bạn có từng muốn ngủ một giấc t...",55900,86000,30100,35,1838,available,1000,1000
187338036,9526203196680,Chiến Tranh Tiền Tệ - Tập 4,"Cuốn sách tiếp nối dòng câu chuyện về trận chiến tranh giành bá quyền tài chính thế giới, bắt đầu bằng nỗ lực lật đổ bá quyền đồng bảng Anh của đồng đô la Mỹ và cuộc phản công của đồng bảng Anh. Cuộc ...",118000,185000,67000,36,245,available,1000,1000
53720978,6532535006072,"Trong Cái Không Có Gì Không ? (Thiền Sư Thích Nhất Hạnh Trả Lời Cho Trẻ Em Những Thắc Mắc Về Ý Nghĩa Cuộc Sống, Về Cái Chết, Về Gia Đình, Bạn Bè Và Nhiều Câu Hỏi Khác)","Thiền sư Thích Nhất Hạnh đã giải đáp được những câu hỏi khó, ngộ nghĩnh và chân thành của các em nhỏ trong mọi lứa tuổi. Vui tươi mà sâu sắc, “Trong cái KHÔng có gì không?” là lời giải đáp hoàn toàn ...",125000,160000,35000,22,465,available,1000,1000
168373800,9326756704395,Sách - Thao túng tâm lý - 1980BOOKS,"THÔNG TIN XUẤT BẢN:Tác giả: Shannon Thomas, LCSWDịch giả: Trương Tuấn Giá bìa: 169,000đKích thước khổ:13x20,5Số trang: 328Mã EAN: 8936066692298NXB liên kết:NXB Dân TríSách do Công ty TNHH Văn hóa và T...",118300,169000,50700,30,26,available,1000,1000
57325187,2446461571372,Sách Người Giàu Có Nhất Thành Babylon (Tái Bản 2020),"NGƯỜI GIÀU CÓ NHẤT THÀNH BABYLONNgười giàu có nhất thành Babylon (tiếng Anh: The Richest Man in Babylon) được xem là một trong những tác phẩm truyền cảm hứng lớn nhất về chủ đề tiết kiệm, kế hoạch tài...",64900,98000,33100,34,2466,available,1000,1000
171556602,5544600760243,2030: Những Xu Hướng Lớn Sẽ Định Hình Thế Giới Tương Lai (Tái Bản Lần 1),"THẾ GIỚI MÀ BẠN BIẾT SẮP KẾT THÚC, BẠN SẼ CHUẨN BỊ GÌ CHO NHỮNG ĐIỀU XẢY RA TIẾP THEO?Đến năm 2030, thế giới đó sẽ khác:Ông bà sẽ nhiều hơn cháu chắtGiới trung lưu châu Á và châu Phi Hạ Sahara sẽ c...",153000,209000,56000,27,225,available,1000,1000
195801686,9751482435841,Black Jack - Tập 13 (Bìa Mềm),"Câu chuyện xoay quanh việc chữa bệnh cứu người và những vấn đề yCâu chuyện xoay quanh việc chữa bệnh cứu người và những vấn đề y khoa, trong đó nhân vật chính là Black Jack, một bác sĩ tài giỏi nhưng ...",27100,30000,2900,10,121,available,1000,1000
77774625,7447080173860,"Nghệ Thuật Tập Trung - Nâng Cao Năng Suất, Tối Ưu Thời Gian, Hiệu Quả Bất Ngờ","NGHỆ THUẬT TẬP TRUNG – BÍ QUYẾT NÂNG CAO NĂNG SUẤT, TỐI ƯU THỜI GIAN, HIỆU QUẢ BẤT NGỜNgày còn đi học, bạn quyết tâm học bài xong mới nghỉ ngơi xem tivi, nhưng chỉ cần nhạc hiệu chương trình yêu thíc...",69200,99000,29800,30,1751,available,1000,1000
75307228,9038823919989,Sách OSHO Yêu - Being In Love - Yêu Trong Tỉnh Thức,"“YÊU” TRONG TỈNH THỨC VỚI OSHOMột chỉ dẫn “yêu không sợ hãi” đầy ngạc nhiên từ bậc thầy tâm linh Osho Những người đói khát trong nhu cầu, những người luôn kỳ vọng ở tình yêu chính là những người đau k...",114000,168000,54000,32,2077,available,1000,1000
197344441,6903620022622,Như Cơn Gió Thoảng - Nghĩ Về Những Qui Luật Cuộc Sống,Như cơn gió thoảng - Nghĩ về những qui luật cuộc sống được giáo sư Nguyễn Văn Tuấn viết trong thời gian phong tỏa từ đầu tháng 7 đến giữa tháng 10 (năm 2021). Dưới góc nhìn của một nhà khoa học mang t...,103500,115000,11500,10,6,available,1000,1000
3014291,8142774115435,Máy Tính Khoa Học Casio FX-580VN X,"Phân biệt hàng thật/giảMáy tính CASIO FX-580VN X là sản phẩm thuộc dòng máy ClassWiz sở hữu màn hình có độ phân giải cao vượt trội, giúp người dùng có thể dễ dàng xem các công thức và biểu tượng toá...",694900,784000,89100,11,5547,available,1000,1000
19792256,3274339512467,Chuyện Con Mèo Dạy Hải Âu Bay (Tái Bản 2019),"Cô hải âu Kengah bị nhấn chìm trong váng dầu – thứ chất thải nguy hiểm mà những con người xấu xa bí mật đổ ra đại dương. Với nỗ lực đầy tuyệt vọng, cô bay vào bến cảng Hamburg và rơi xuống ban công củ...",34400,49000,14600,30,2743,available,1000,1000
106318762,3967710804049,Sách ID Tiếng Anh cho người mới bắt đầu - người mới mất gốc Cô Trang Anh,Sách Tiếng Anh Cho Người Mất Gốc Cô Trang Anh:- Học ngữ pháp từ con số 0.- Hiểu tiếng anh theo cách đơn giản nhất.- Đầy đủ 4 kỹ năng: Nghe - Nói - Đọc - Viết.- Học giao tiếp theo chuyên đề ngữ...,159000,250000,91000,36,777,available,1000,1000
109505434,7564739312098,Bạn Không Thông Minh Lắm Đâu (Tái Bản)(Tặng kèm Bookmark),"Bạn không thông minh lắm đâu - (Tái bản 2021- Tặng kèm bookmark)Cho dù bạn có đang chọn mua smartphone hay đang quyết định xem nên tin theo chính trị gia nào, thì bạn cũng luôn tự cho mình là một cá ...",90300,139000,48700,35,643,available,1000,1000
90622579,7876290101854,Tâm Lý Học - Nghệ Thuật Giải Mã Hành Vi,"TÂM LÝ HỌC – NGHỆ THUẬT GIẢI MÃ HÀNH VI – CUỐN SÁCH GIÚP BẠN THẤU HIỂU THẾ GIỚI QUAN CỦA CON NGƯỜI“Với sự phát triển nhanh chóng như hiện nay, có những người vì theo đuổi lợi ích, thỏa mãn dục vọng củ...",103000,150000,47000,31,1726,available,1000,1000
104769768,1731013592789,Máy Tính CASIO FX580VN X,Máy tính CASIO FX580VN X được trang bị màn hình LCD có độ phân giải cao với 521 tính năng Kiểm tra số nguyên tố có 4 chữ số Lưu phần thương và phần dư trong phép chia Tính năng kiểm tra đúng/sai ...,672000,784000,112000,14,784,available,1000,1000
106185389,2680151874471,Tổng ôn ngữ pháp Tiếng Anh cô Trang Anh- Sách luyện thi THPT Quốc gia môn tiếng anh, Tips Học Sách Tiếng Anh Cô Trang Anh: Tổng Ôn Ngữ Pháp Hiệu Quả:Bước 1: Kích hoạt mã ID phía cuối cuốn sách.Bước 2: Xem bài giảng lý thuyết trực tuyến đính kèm trên hệ thống qua mã ID.Bước 3: ...,189000,250000,61000,24,2526,available,1000,1000
20917699,5242513079264,Làm Sao Học Ít Hiểu Nhiều,"Học, học nữa, học mãi là cách duy nhất để một con người liên tục tiến bộ và không tụt hậu, đó là chân lý ai cũng biết. Vấn đề là, không phải ai cũng biết phải học như thế nào vừa tiết kiệm các nguồn l...",83300,128000,44700,35,538,available,1000,1000
193614514,6896657958973,[Gift] Tặng 01 bookmark cho mỗi đơn hàng,"Bookmark tặng kèm theo cho mỗi đơn hàngKích thước: 5  x 15 cmIn màu 2 mặt, có kèm những câu nói hay về sách và văn hóa đọc sách....",21000,30000,9000,30,0,available,1000,1000
112110014,6875487877896,TÂM LÝ HỌC ỨNG DỤNG,"Trí thông minh xã hội là việc hòa nhập, thu hút mọi người và khiến sự giao tiếp xã hội đem lại lợi ích cho bạn, thay vì cản trở bạn đạt được những mục tiêu của mình. Nói cách khác, sở hữu trí thông mi...",92800,129000,36200,28,673,available,1000,1000
7833728,3908993025659,Dạy Con Làm Giàu (Tập 1) - Để Không Có Tiền Vẫn Tạo Ra Tiền - Cha Giàu Cha Nghèo (Tái Bản),"Một quốc gia có thể tồn tại như thế nào nếu việc dạy trẻ con quản lý tiền bạc vẫn là trách nhiệm của phụ huynh, mà hầu hết họ không có nhiều kiến thức về vấn đề này?Chúng ta phải làm gì để thay đổi s...",48000,80000,32000,40,3541,available,1000,1000
69978860,1199450541429,Sói đội lốt Cừu - Kẻ hiếu chiến ngầm và các thủ thuật thao túng tâm lí,"Mỗi khi bị thao túng tâm lí và đối xử tàn tệ, nạn nhân thường tự diễn giải và hợp lí hóa cho các hành vi lệch lạc của kẻ thao túng. Họ cho rằng kẻ thao túng—những con sói đội lốt cừu—thường không cố ý...",76900,110000,33100,30,861,available,1000,1000
197558907,6996860759707,Bá Tước Tiểu Thư - Tập 4,"Câu chuyện diễn ra ở Pháp vào cuối thế kỷ XIX, thời kì Phồn hoa tươi đẹp. Corinne, cô gái trong sáng, hoạt bát lớn lên trong trại trẻ mồ côi đã có một mối tình trong sáng với chàng quý tộc mù Richard....",27100,30000,2900,10,41,available,1000,1000
173748415,2475296572600,Tâm Lý Học Mối Quan Hệ,"Tiếp nối thành công của ba cuốn sách “Hai mặt của gia đình”, “Góc khuất của yêu thương” và “Trong mỗi chúng ta đều có một đứa trẻ cần vỗ về” - ba cuốn sách tâm lý học dành cho những người đang gặp tổn...",53900,98000,44100,45,356,available,1000,1000
80628929,2828119882996,Từ IQ Đến EQ - Nắm Bắt Thành Công Qua Trí Tuệ Cảm Xúc,"Nhà đạo đức học Aristore từng nhận định: “Bất cứ ai cũng có thể trở nên giận dữ – đó là điều rất dễ xảy ra. Tuy nhiên, để giận đúng người, với mức độ thích hợp, đúng thời điểm, vì những lý do chính đá...",63900,91000,27100,30,1134,available,1000,1000
147999778,8193957223084,Không Bao Giờ Là Thất Bại - Tất Cả Là Thử Thách (Ấn Bản Cập Nhật Đầy Đủ Nhất)(Bìa Cứng),“KHÔNG BAO GIỜ LÀ THẤT BẠI! TẤT CẢ LÀ THỬ THÁCH”Tự truyện nổi tiếng của gã khổng lồ trong nền kinh tế Hàn Quốc - cố Chủ tịch tập đoàn Hyundai Chung Ju-yungThất bại xảy ra là để con người nhận ra sức...,142000,268000,126000,47,737,available,1000,1000
138107485,2064435455665,Mặt Dày Tâm Đen (Tái Bản),"Mặt dày tâm đen là cuốn cẩm nang kết hợp tri thức Đông Tây, khám phá cách thức áp dụng binh pháp trận mạc của Á Đông cùng những tư duy văn hóa để có được tinh thần bền bỉ và rèn luyện những kỹ năng ki...",110000,169000,59000,35,330,available,1000,1000
103640412,8098194295063,Đừng Lựa Chọn An Nhàn Khi Còn Trẻ (Tái Bản),"Trong độ xuân xanh phơi phới ngày ấy, bạn không dám mạo hiểm, không dám nỗ lực để kiếm học bổng, không chịu tìm tòi những thử thách trong công việc, không phấn đấu hướng đến ước mơ của mình. Bạn mơ mộ...",64400,99000,34600,35,1715,available,1000,1000
91947689,9240011208173,7 Thói Quen Hiệu Quả (The 7 Habits Of Highly Effective People) - Stephen R. Covey - PACE Books,"“7 Habits” không chỉ là tên của một tác phẩm kinh điển về quản trị, tên của một chương trình đào tạo danh tiếng toàn cầu, mà còn là tên của một nền văn hóa mới, một cách sống mới, nền văn hóa, một các...",188000,250000,62000,25,944,available,1000,1000
195969669,9063209978122,Chào Mừng Đến Lớp Học Đề Cao Thực Lực - 3,Quà tặng kèm:- Bản giới hạn+ Standee acrylic. + ID Card kèm phong bì. + Sách và quà tặng đựng trong box giấy bồi cứng.- Bản đặc biệtCamera card cho những độc giả đặt hàng sớm nhất.- Bản thường kh...,66000,120000,54000,45,170,available,1000,1000
168293266,9705333957405,Chiến Tranh Tiền Tệ - Phần 2 - Sự Thống Trị Của Quyền Lực Tài Chính ( Tái Bản 2022),"Thông tin tác giả: Song Hong Binh (Tống Hồng Binh) sinh năm 1968 tại Tứ Xuyên, Trung Quốc. Ông là tác giả của rất nhiều cuốn sách bán chạy, là học giả nghiên cứu tài chính thế giới và cũng là Viện tr...",108000,170000,62000,36,376,available,1000,1000
196016785,5621799962772,Ikigami - Tập 08,"Để người dân thấu hiểu giá trị sinh mệnh, một đạo luật mang tên “Luật duy trì phồn thịnh quốc gia” đã được ban hành. Luật quy định, khi một người vào tiểu học sẽ được tiêm một loại vắc xin và có tỉ lệ...",36000,45000,9000,20,75,available,1000,1000
103379147,7576087902248,Bạch Dạ Hành (Tái Bản),"Osuke, chủ một tiệm cầm đồ bị sát hại tại một ngôi nhà chưa hoàn công, một triệu yên mang theo người cũng bị cướp mất. Sau đó một tháng, nghi can Fumiyo được cho rằng có quan hệ tình ái với nạn nhân v...",188000,209000,21000,10,0,available,1000,1000
174215347,5010297660253,Ajin - Boxset Số 3 (Tập 13 - 17) - Tặng Kèm Bookmark 3D,"AJIN kể về một câu chuyện ly kỳ, hấp dẫn: 17 năm trước, lần đầu tiên một giống loài bất tử được phát hiện trên chiến trường ở châu Phi. Từ đó, người ta biết đến sự tồn tại của một chủng sinh vật bất t...",96000,270000,174000,64,214,available,1000,1000
72308265,8128858354211,Hoa Vẫn Nở Mỗi Ngày,"“Một tiểu thuyết đầy cảm xúc, một cuốn sách đưa ta đi từ tiếng cười đến những giọt nước mắt với các nhân vật hài hước và cuốn hút.”  – Ban giám khảo giải thưởng Prix des Maisons de la Presse.Violette...",175000,234000,59000,25,928,available,1000,1000
5067169,4715805599395,Luật Hấp Dẫn (Tái Bản),"Luật Hấp Dẫn (Tái Bản) CHÚNG TA THƯỜNG NGHE RẰNG:""Những gì ta muốn, muốn ta"", hay ""Niềm tin mang đến đều ta mong muốn"", nhưng cốt lõi của những điều ấy chỉ lần đầu tiên được lý giải rõ ràng và giản d...",66700,89000,22300,25,747,available,1000,1000
56454897,7255519134873,Hiệu Sách Nhỏ Ở Paris,"New York Times BestsellerA Barnes and Noble Best of 2015 Selection A LibraryReads Favorite of the Favorites SelectionCuốn sách là câu chuyện về Monsieur Perdu, chủ tiệm sách bên bờ sông Seine, ngườ...",112000,149000,37000,25,1196,available,1000,1000
196923457,6512661563309,Blue Flag - Tập 2,"Xuân đi, tiết trời chuyển mình cùng những bộ đồng phục mùa hèĐại hội Thể thao sắp đến. Cả lớp quyết định chọn Taichi và Kuze làm đội phó đội cổ vũ dựa theo tiến cử của đội trưởng là Touma. Để đáp lại...",45000,45000,0,0,0,available,1000,1000
